cohort,TOT,AB,MFH,SFH,TH
1763,32.58490640892442,26.81425774018949,17.376797275858966,49.91289740449621,34.667885129993564
1764,32.59783105897704,26.827179597309176,17.394831131447386,49.91541421778563,34.684076075719396
1765,32.610869430323326,26.840214894420804,17.413023875627953,49.91795320564137,34.700409672893166
1766,32.62402151164653,26.85336360108588,17.431375508400244,49.92051436806338,34.71688592150866
1767,32.63728729090393,26.866625684909707,17.449886029763793,49.92309770505169,34.733504821559
1768,32.65066675528025,26.880001111415467,17.468555439718084,49.92570321660625,34.750266373036624
1769,32.66415989113804,26.893489843910395,17.487383738262555,49.928330902727026,34.767170575933235
1770,32.67776668396486,26.90709184334307,17.50637092539655,49.930980763414006,34.78421743023966
1771,32.691487118317156,26.92080706815178,17.52551700111937,49.933652798667154,34.80140693594581
1772,32.705321177760396,26.93463547410293,17.54482196543022,49.93634700848644,34.818739093040605
1773,32.71926884480547,26.948577014119135,17.564285818328216,49.93906339287182,34.83621390151178
1774,32.73333010084095,26.96263163809623,17.583908559812368,49.941801951823244,34.853831361345904
1775,32.74750492606102,26.976799292708492,17.60369018988159,49.944562685340664,34.871591472528124
1776,32.76179329938872,26.991079921201287,17.62363070853465,49.94734559342402,34.88949423504212
1777,32.77619519839439,27.00547346317041,17.643730115770197,49.95015067607324,34.90753964886991
1778,32.79071059920866,27.0199798543272,17.6639884115867,49.95297793328825,34.92572771399169
1779,32.80533947643005,27.03459902624849,17.684405595982483,49.95582736506897,34.944058430385674
1780,32.820081803026525,27.04933090611048,17.704981668955657,49.958698971415295,34.962531798027825
1781,32.83493755023073,27.064175416405487,17.725716630504117,49.961592752327114,34.98114781689171
1782,32.84990668742852,27.079132474640417,17.74661048062554,49.964508707804285,34.99990648694824
1783,32.864989182040276,27.0942019930158,17.767663219317313,49.9674468378467,35.018807808165334
1784,32.88018499939466,27.1093838780842,17.78887484657653,49.970407142454164,35.03785178050769
1785,32.89549410259418,27.124678030386548,17.810245362399968,49.9733896216265,35.057038403936424
1786,32.910916452372156,27.140084344065148,17.831774766784015,49.9763942753635,35.07636767840872
1787,32.92645200694047,27.15560270645163,17.85346305972466,49.97942110366493,35.095839603877444
1788,32.94210072182755,27.17123299762845,17.87531024121744,49.98247010653053,35.11545418029069
1789,32.957862549705865,27.186975089962058,17.89731631125735,49.985541283959954,35.13521140759124
1790,32.973737440208474,27.20282884760612,17.919481269838847,49.988634635952884,35.15511128571617
1791,32.989725339733596,27.218794125972554,17.941805116955745,49.99175016250891,35.17515381459612
1792,33.00582619123673,27.234870771168648,17.964287852601142,49.994887863627575,35.19533899415476
1793,33.0220399340094,27.2510586193978,17.98692947676736,49.9980477393084,35.21566682430799
1794,33.038366503443605,27.26735749632168,18.009729989445834,50.001229789550784,35.236137304963215
1795,33.05480583078121,27.283767216381385,18.03268939062702,50.00443401435407,35.25675043601847
1796,33.071357842847135,27.300287582074684,18.055807680300298,50.00766041371752,35.27750621736144
1797,33.08802246176544,27.316918383186827,18.079084858453808,50.01090898764028,35.298404648868484
1798,33.10479960465711,27.333659395971786,18.102520925074362,50.014179736121385,35.319445730403395
1799,33.12168918331854,27.350510382280667,18.12611588014724,50.017472659159765,35.34062946181619
1800,33.138691103879026,27.367471088634076,18.149869723656046,50.02078775675417,35.36195584294174
1801,33.155805266436666,27.384541245234626,18.173782455582533,50.024125028903185,35.3834248735981
1802,33.1730315646704,27.4017205649159,18.19785407590633,50.02748447560524,35.40503655358499
1803,33.19036988542752,27.419008742023685,18.222084584604758,50.03086609685852,35.42679088268181
1804,33.20782010828428,27.436405451225102,18.246473981652542,50.03426989266096,35.4486878606456
1805,33.22538210507853,27.45391034624109,18.271022267021515,50.037695863010235,35.470727487208826
1806,33.24305573941216,27.471523058497223,18.29572944068029,50.041144007903725,35.49290976207683
1807,33.26084086612154,27.489243195687614,18.320595502593882,50.0446143273384,35.51523468492514
1808,33.27873733071401,27.50707034024636,18.345620452723306,50.04810682131089,35.53770225539637
1809,33.29674496876804,27.525004047720568,18.37080429102513,50.05162148981729,35.560312473096985
1810,33.31468699666919,27.542878859277597,18.39598813458677,50.0549864343314,35.582870756980995
1811,33.33150357884642,27.55970436416674,18.420218686169612,50.057170263717154,35.60420962289855
1812,33.34701791507679,27.575315060746757,18.443337062850482,50.058001079447074,35.624134489719246
1813,33.36122980214839,27.58971040204171,18.465343264563813,50.057478881514825,35.64264535687384
1814,33.374139024255314,27.602889807270092,18.486237291236687,50.05560366991318,35.65974222373638
1815,33.385745352227126,27.614852659786308,18.50601914278799,50.05237544463394,35.675425089618464
1816,33.396048542712,27.625598304899096,18.524688819127554,50.04779420566782,35.68969395376316
1817,33.40504833731055,27.635126047559535,18.542246320155083,50.04185995300433,35.70254881533815
1818,33.41274446165766,27.64343514991117,18.558691645759076,50.03457268663148,35.71398967342824
1819,33.41913662444927,27.65052482869424,18.574024795815568,50.025932406535766,35.724016527027246
1820,33.42422451641056,27.65639425249536,18.588245770186717,50.01593911270185,35.7326293750289
1821,33.428007809202505,27.66104253883391,18.601354568719305,50.00459280511231,35.73982821621693
1822,33.43048615426296,27.66446875107554,18.613351191242995,49.991893483747425,35.745613049254295
1823,33.43165918157845,27.666671895162875,18.624235637568464,49.97784114858485,35.749983872671116
1824,33.431526498382716,27.66765091615287,18.634007907485284,49.962435799599206,35.75294068485165
1825,33.43008768777757,27.667404694549738,18.642668000759542,49.945677436761734,35.75448348401981
1826,33.42734230727187,27.665932042421662,18.650215917131312,49.92756606003987,35.7546122682234
1827,33.42328988723344,27.663231699289035,18.656651656311745,49.90810166939664,35.75332703531669
1828,33.41792992924925,27.65930232777107,18.661975217979833,49.88728426479017,35.750627782941336
1829,33.41126190438836,27.65414250897726,18.66618660177891,49.865113846173024,35.74651450850546
1830,33.403285251362085,27.647750737628886,18.669285807312683,49.84159041349132,35.74098720916061
1831,33.393999374575465,27.64012541689568,18.671272834140865,49.816713966684084,35.73404588177646
1832,33.38340364206393,27.631264852931363,18.672147681774334,49.79048450568217,35.72569052291319
1833,33.37149738330822,27.621167249091215,18.6719103496697,49.7629020304072,35.71592112879085
1834,33.35827988692117,27.6098306998139,18.670560837223405,49.733966540770346,35.70473769525611
1835,33.343750398198544,27.597253184148812,18.668099143765023,49.70367803667094,35.692140217745425
1836,33.32790811652668,27.583432558909248,18.664525268549955,49.67203651799487,35.6781286912448
1837,33.31075219263839,27.56836655143072,18.659839210751244,49.63904198461284,35.66270311024552
1838,33.29228172570909,27.55205275191271,18.65404096945055,49.604694436378274,35.64586346869573
1839,33.27249576028364,27.53448860532089,18.647130543628077,49.56899387312514,35.62760975994698
1840,33.25139328302498,27.51567140282594,18.639107932151486,49.531940294665205,35.60794197669588
1841,33.2289732192743,27.49559827275377,18.629973133763528,49.49353370078522,35.586860110919844
1842,33.20523442941237,27.474266171020766,18.619726147068377,49.45377409124357,35.56436415380676
1843,33.180175705011095,27.451671871026207,18.608366970516432,49.41266146576638,35.54045409567763
1844,33.15379576476389,27.427811952973283,18.59589560238751,49.37019582404342,35.51512992590182
1845,33.12609325018258,27.4026827925878,18.582312040772205,49.32637716572313,35.48839163280397
