time,TOT,AB,MFH,SFH,TH
1850,10474.042764322465,0.0,547.1431100484725,861.3654789419178,9065.534175332075
1851,10597.841326052845,0.0,552.7520016494469,872.145470827704,9172.943853575693
1852,10722.680869762171,0.0,558.4390200365079,883.200227427907,9281.041622297756
1853,10848.550763440026,0.0,564.2048715963944,894.5350658789671,9389.810825964665
1854,10975.440089175685,0.0,570.0502595412438,906.1553340339866,9499.234495600454
1855,11103.337655653988,0.0,575.9758837412941,918.0664095294708,9609.295362383222
1856,11232.2321374065,0.0,581.9824466012213,930.2737104580716,9719.975980347206
1857,11362.112167092895,0.0,588.0706567958961,942.7827024933781,9831.258807803622
1858,11492.966336410671,0.0,594.2412286811378,955.5988979903932,9943.126209739139
1859,11624.783195521632,0.0,600.4948816219879,968.7278549476274,10055.560458952017
1860,11757.551252438161,0.0,606.8323393067299,982.1751759590624,10168.54373717237
1861,11891.258972364112,0.0,613.2543290461765,995.9465071549797,10282.058136162957
1862,12025.894776990213,0.0,619.7615810579732,1010.0475371310076,10396.08565880123
1863,12161.44704374386,0.0,626.3548277356672,1024.4839958648367,10510.608220143353
1864,12297.90410499322,0.0,633.0348029022674,1039.261653619935,10625.607648471017
1865,12435.25430558784,0.0,639.8022439482803,1054.3863258640308,10741.065735775528
1866,12573.486347451644,0.0,646.657908351979,1069.863908644919,10856.964530454747
1867,12712.58941096801,0.0,653.6025794081414,1085.7003927863082,10973.28643877356
1868,12852.553148753297,0.0,660.6370656788018,1101.9018653338028,11090.01421774069
1869,12993.367679370112,0.0,667.7622004431968,1118.4745110647953,11207.13096786212
1870,13135.023580787925,0.0,674.9788411361513,1135.4246140399835,11324.620125611791
1871,13277.511883590705,0.0,682.2878687735218,1152.7585591932,11442.465455623984
1872,13420.824063932503,0.0,689.6901873633101,1170.4828339562466,11560.651042612946
1873,13564.952036241242,0.0,697.1867233009924,1188.6040299153367,11679.16128302491
1874,13709.888145789848,0.0,704.7784247537135,1207.1288445095404,11797.980876526593
1875,13855.625391528027,0.0,712.4662730639551,1226.064110080088,11917.095008383983
1876,14002.158125515385,0.0,720.2513194892371,1245.4168821662981,12036.489923859852
1877,14149.482168582226,0.0,728.1346921278258,1265.1944626974143,12156.153013756984
1878,14297.594789191398,0.0,736.1175957895068,1285.404407600235,12276.072785801654
1879,14446.494682052646,0.0,744.2013118651911,1306.054534563707,12396.238835623748
1880,14596.18194606949,0.0,752.3871981692823,1327.152930902171,12516.641816998037
1881,14746.658061620583,0.0,760.6766887503974,1348.7079615073278,12637.273411362858
1882,14897.925867177117,0.0,769.0712936659082,1370.7282768788416,12758.126296632368
1883,15049.98953525789,0.0,777.5725987156083,1393.2228212232526,12879.194115319027
1884,15202.85455953546,0.0,786.1822657777992,1416.2008421967544,13000.471451560907
1885,15356.528609814133,0.0,794.90208103948,1439.672019047849,13121.954509726804
1886,15511.022963762041,0.0,803.734036609961,1463.6466788346006,13243.64224831748
1887,15666.352585484585,0.0,812.6803389462383,1488.1358375847226,13365.536408953625
1888,15822.536064773687,0.0,821.7434096785537,1513.151223399949,13487.641431695183
1889,15979.595555156937,0.0,830.925886361409,1538.7052997807389,13609.964369014788
1890,16137.556710316934,0.0,840.2306231137362,1564.8112890866203,13732.514798116576
1891,16296.448618884526,0.0,849.6606911352029,1591.4831961044426,13855.30473164488
1892,16456.303737608887,0.0,859.2193790852932,1618.7358316962489,13978.348526827343
1893,16617.157822906807,0.0,868.9101933114233,1646.5848364979583,14101.662793097426
1894,16779.04997711307,0.0,878.736864675677,1675.0467225583961,14225.266389879
1895,16942.024988823632,0.0,888.703489684739,1704.1392747076065,14349.182224431288
1896,17106.13548987863,0.0,898.8146649355941,1733.8819489963466,14473.438875946693
1897,17271.441891186423,0.0,909.0754939576084,1764.295939741198,14598.070457487618
1898,17438.008795942,0.01069917186007645,919.4907472456924,1795.401934747301,14723.10541477715
1899,17605.900752556903,0.065846073136342,930.063858516504,1827.2173330310193,14848.553714936243
1900,17775.200178970746,0.16603835357828314,940.8013576697717,1859.7684366694173,14974.46434627798
1901,17945.9965804609,0.31201658295327533,951.710271716844,1893.0834565528999,15100.890835608201
1902,18118.386413340086,0.5045672265789771,962.7981321172986,1927.192585690971,15227.891128305238
1903,18292.472912613717,0.7445266536529033,974.0729736909533,1962.1280507217846,15355.527361547327
1904,18468.3665202476,1.032785562607081,985.5433702309772,1997.924269462664,15483.86609499135
1905,18646.190130188257,1.3703003931955342,997.2187694510922,2034.6188755395833,15612.982184804387
1906,18826.081659867064,1.7581053756524316,1009.1096705700423,2072.253324058207,15742.960559863162
1907,19008.1937264407,2.197321686308876,1021.2276249517519,2110.873001385582,15873.895778417052
1908,19192.69329755416,2.6891659901157587,1033.5852345517362,2150.527330984477,16005.891566027834
1909,19379.761334528328,3.234958341629318,1046.1961491983998,2191.2698782907755,16139.060348697525
1910,19569.592427815944,3.8361293935849545,1059.075062626459,2233.1584544627126,16273.522781333188
1911,19762.39442463786,4.49422685989411,1072.2377071824144,2276.2552188412915,16409.407271754255
1912,19958.388048696183,5.210921177580991,1085.7008471195118,2320.626779957604,16546.849500441487
1913,20157.806511844243,5.988010309962631,1099.482270396924,2366.3442949185287,16685.99193621883
1914,20360.89631230694,6.827427361616208,1113.6008568571237,2413.483806916091,16826.98422117211
1915,20567.922227160816,7.731262251850008,1128.0769226961008,2462.1274513806934,16969.986590832174
