DSM,SFH,MFH,TH,AB
1600,0.31318101998680936,0.3458545289607044,0.34096445105248624,0.0
1601,0.3103560285691307,0.3434423755623171,0.3462015958685522,0.0
1602,0.3075463125362652,0.3410419335035386,0.3514117539601962,0.0
1603,0.3047518561802011,0.338653189831096,0.35659495398870295,0.0
1604,0.3019726439129683,0.3362761316841631,0.3617512244028686,0.0
1605,0.2992086602663849,0.33391074629416106,0.36688059343945406,0.0
1606,0.2964598898917837,0.33155702098451934,0.371983089123697,0.0
1607,0.29372631755976475,0.329214943170504,0.37705873926973127,0.0
1608,0.29100792815995025,0.3268845003589871,0.3821075714810626,0.0
1609,0.2883047067007185,0.324565680148243,0.3871296131510385,0.0
1610,0.28561663830895184,0.32225847022776977,0.3921248914632784,0.0
1611,0.2829437082298117,0.31996285837804983,0.39709343339213854,0.0
1612,0.2802859018264686,0.31767883247039586,0.4020352657031355,0.0
1613,0.2776432045798873,0.3154063804667149,0.40695041495339784,0.0
1614,0.2750156020885561,0.3131454904193296,0.4118389074921143,0.0
1615,0.2724030800682763,0.31089615047079444,0.41670076946092927,0.0
1616,0.269805624351908,0.3086583488536844,0.42153602679440755,0.0
1617,0.2672232208891519,0.30643207389042565,0.42634470522042245,0.0
1618,0.2646558557463097,0.30421731399308466,0.43112683026060566,0.0
1619,0.26210351510605534,0.30201405766320805,0.4358824272307366,0.0
1620,0.25956618526721764,0.29982229349160894,0.4406115212411734,0.0
1621,0.2570438526445451,0.29764201015821196,0.44531413719724294,0.0
1622,0.2545365037684997,0.2954731964318575,0.44999029979964283,0.0
1623,0.2520441252850157,0.29331584117011694,0.4546400335448673,0.0
1624,0.2495667039553068,0.2911699333191369,0.45926336272555635,0.0
1625,0.24710422665563586,0.2890354619134357,0.46386031143092843,0.0
1626,0.244656680377105,0.28691241607575496,0.46843090354714007,0.0
1627,0.2422240522254518,0.28480078501686906,0.47297516275767915,0.0
1628,0.23980632942082772,0.2827005580354211,0.47749311254375115,0.0
1629,0.2374034992976157,0.2806117245177591,0.4819847761846252,0.0
1630,0.23501554930420146,0.27853427393775454,0.48645017675804403,0.0
1631,0.23264246700278163,0.2764681958566571,0.49088933714056127,0.0
1632,0.230284240069175,0.27441347992291304,0.495302280007912,0.0
1633,0.2279408562926121,0.27237011587200316,0.4996890278353847,0.0
1634,0.22561230357553688,0.2703380935263114,0.5040496028981517,0.0
1635,0.22329856993343947,0.2683174027949135,0.508384027271647,0.0
1636,0.22099964349463222,0.2663080336734769,0.5126923228318909,0.0
1637,0.21871551250008614,0.26430997624405905,0.5169745112558548,0.0
1638,0.2164461653032322,0.262323220674986,0.5212306140217818,0.0
1639,0.21419159036978364,0.2603477572206817,0.5254606524095347,0.0
1640,0.2119517762775523,0.2583835762215186,0.5296646475009291,0.0
1641,0.20972671171626547,0.2564306681036856,0.5338426201800489,0.0
1642,0.20751638548739712,0.2544890233790108,0.537994591133592,0.0
1643,0.2053207865039814,0.2525586326448561,0.5421205808511624,0.0
1644,0.2031399037904489,0.2506394865839267,0.5462206096256244,0.0
